Shipment Date;Line;Work Order;Sales Order;No.;Customer;Description;Status;draw;Qty;Weld;Paint;Shipped;Rest;Rest price
29.08.2025;E-LINE;WO074182;SO027590;115771;KENDA Europe A/S;WB 10.50Ix12 H2 4/60/100 Ø15 C60 ET-20;Firm Planned;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\P120-105-326-STR_BM.pdf;2;0;0;0;2;25.20
29.08.2025;E-LINE;WO074183;SO027590;119939;KENDA Europe A/S;WB 10.50Ix12 H2 4/60/100 Ø15 C60 ET-20;Firm Planned;;4;0;0;0;4;50.40
29.08.2025;E-LINE;WO074184;SO027590;119946;KENDA Europe A/S;WB 10.50Ix12 H2 4/60/100 Ø15 C60 ET-20;Firm Planned;;4;0;0;0;4;50.40
29.08.2025;F-LINE;WO072015;SO026913;357850;Maschinenfabrik Bernard Krone GmbH & Co. KG;WB 13.00x17 H2 6/161/205 Ø21.5 R16 ET0;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\W170-130-036-STR_BM.pdf;660;0;0;0;660;28380.00
29.08.2025;F-LINE;WO072977;SO027214;714165;KENDA Deutschland GmbH;WB 16.00x17 H2 6/161/205 Ø21.5 R16 ET-80;Firm Planned;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\P170-160-097-STR_BM.pdf;40;0;0;0;40;3113.60
29.08.2025;F-LINE;WO073141;SO027263;294230;KENDA België NV;WB 6.75x17.5 H2 6/161/205 Ø21.5 R16 ET0;Firm Planned;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\W175-068-002-STR_BM.pdf;150;0;0;0;150;8578.50
29.08.2025;F-LINE;WO073656;SO027453;275666;KENDA GB Rugeley Ltd;WB 9.00Wx18 H2 8/221/275 Ø21.5 R16 ET-8;Firm Planned;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\W180-090-022-STR_BM.pdf;50;0;0;0;50;2803.50
29.08.2025;F-LINE;WO073674;SO027453;614564;KENDA GB Rugeley Ltd;WB W13x20 H2 8/221/275 Ø21.5 R16 ET-15;Firm Planned;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\P200-130-055-STR_BM.pdf;160;0;0;0;160;13780.80
29.08.2025;F-LINE;WO074145;SO027586;640228;KENDA Schweiz AG;WB 9.00x17 H2 6/161/205 Ø21.5 R16 ET-20;Firm Planned;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\P170-090-001-STR_BM.pdf;4;0;0;0;4;602.68
29.08.2025;GALVA-COST;WO073066;SO027237;610238;KENDA Schweiz AG;DU Ringnut SOK;Firm Planned;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62G25009_BM.pdf;50;0;0;0;50;1018.00
29.08.2025;GALVA-COST;WO073067;SO027237;610498;KENDA Schweiz AG;DU Capnut SOK+;Firm Planned;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62G25003_BM.pdf;200;0;0;0;200;2232.00
29.08.2025;GALVA-COST;WO073068;SO027237;494296;KENDA Schweiz AG;DU Threaded Stud M16x1.5x95mm;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62G30001_BM.pdf;500;0;0;0;500;1440.00
29.08.2025;G-LINE;WO070763;SO026471;733975;KENDA Schweiz AG;WB 6Jx16 H2 5/94/140 Ø18.5 R14 ET68;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\P160-060-075-STR_BM.pdf;150;0;0;0;150;8239.50
29.08.2025;G-LINE;WO073382;SO027339;741420;KENDA Deutschland GmbH;WB 10LBx15 H2 5/110/160 Ø18.5 R14 ET-25;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\P150-100-153-STR_BM.pdf;80;0;0;0;80;5532.00
29.08.2025;G-LINE;WO073660;SO027453;381732;KENDA GB Rugeley Ltd;WB 6Jx16 H2 6/161/205 Ø21.5 R16 ET0;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\W160-060-003-STR_BM.pdf;120;0;0;0;120;4707.60
29.08.2025;G-LINE;WO073670;SO027453;429038;KENDA GB Rugeley Ltd;WB 9.00x15.3 H2 6/161/205 Ø21.5 R16 ET20;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\W153-090-064-STR_BM.pdf;168;0;0;0;168;7077.84
29.08.2025;G-LINE;WO073671;SO027453;494708;KENDA GB Rugeley Ltd;WB 9.00x15.3 H2 5/94/140 Ø18.5 R14 ET-35;Firm Planned;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\W153-090-087-STR_BM.pdf;56;0;0;0;56;2359.28
29.08.2025;G-LINE;WO073696;SO027460;157436;BOHNENKAMP SE;WB 6Jx16 H2 6/161/205 Ø21.5 R16 ET-5;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\P160-060-087-STR_BM.pdf;50;0;0;0;50;2746.50
29.08.2025;G-LINE;WO073862;SO027504;532950;Ammann Czech Republic s.r.o.;WB 7JAx15 6/180/210 Ø15 ET-142.5;Firm Planned;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\P150-070-069-STR_BM.pdf;20;0;0;0;20;3300.00
29.08.2025;G-LINE;WO073883;SO027510;358307;Bohnenkamp SIA;WB 6.5LBx15 H2 6/161/205 Ø21.5 R16 ET0;Firm Planned;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\W150-065-007-STR_BM.pdf;30;0;0;0;30;1038.00
29.08.2025;G-LINE;WO073891;SO027512;381732;KENDA GB Rugeley Ltd;WB 6Jx16 H2 6/161/205 Ø21.5 R16 ET0;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\W160-060-003-STR_BM.pdf;40;0;0;0;40;1569.20
29.08.2025;GS-LINE;WO073645;SO027447;718941;BOHNENKAMP s.r.o.;DU Wheel MD/HD W8x48/38-200,0;Firm Planned;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\D480-080-015-STR_BM.pdf;1;0;0;0;1;342.90
29.08.2025;GS-LINE;WO073902;SO027519;654324;KENDA Schweiz AG;DU Wheel MD/HD W8x40/30K-300,0   160VSM;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\D400-080-005-STR_BM.pdf;12;0;0;0;12;3038.40
29.08.2025;GS-LINE;WO074082;SO027565;654324;KENDA Schweiz AG;DU Wheel MD/HD W8x40/30K-300,0   160VSM;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\D400-080-005-STR_BM.pdf;2;0;0;0;2;506.40
29.08.2025;GS-LINE;WO074144;SO027585;625225;KENDA Schweiz AG;DU Wheel MD/HD W10x32-170,0   120VSM;Firm Planned;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\D320-100-001-STR_BM.pdf;2;0;0;0;2;388.80
29.08.2025;GS-LINE;WO074198;SO027593;706542;KENDA Schweiz AG;DU Wheel MD/HD W8x44/34K-300,0   170VSM;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\D440-080-003-STR_BM.pdf;2;2;0;0;2;573.60
29.08.2025;GS-LINE;WO074199;SO027594;708690;KENDA Schweiz AG;DU Wheel MD/HD W8x48/38K-300,0   170VSM;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\D480-080-003-STR_BM.pdf;2;2;2;0;2;667.20
29.08.2025;GS-LINE;WO074455;SO027652;728742;KENDA Schweiz AG;DU Wheel MD/HD W8x44/34K-300,0   190VSM;Firm Planned;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\D440-080-004-STR_BM.pdf;2;0;0;0;2;573.60
29.08.2025;GS-LINE;WO074456;SO027653;584164;KENDA Schweiz AG;DU Wheel MD/HD W8x40/30K-300,0   160VSM;Firm Planned;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\D400-080-005-STR_BM.pdf;4;0;0;0;4;1012.80
29.08.2025;GS-LINE;WO074471;SO027656;729039;KENDA Schweiz AG;DU Wheel MD/HD W7x36/28K-200,0   160VSM;Firm Planned;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\D360-070-004-STR_BM.pdf;2;0;0;0;2;424.00
29.08.2025;GS-LINE;WO074472;SO027658;729039;KENDA Schweiz AG;DU Wheel MD/HD W7x36/28K-200,0   160VSM;Firm Planned;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\D360-070-004-STR_BM.pdf;2;0;0;0;2;424.00
29.08.2025;GS-LINE;WO074473;SO027659;719986;KENDA Schweiz AG;DU Wheel MD/HD W8x32/28K-200,0   160VSM;Firm Planned;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\D320-080-013-STR_BM.pdf;2;0;0;0;2;408.80
29.08.2025;GS-LINE;WO074475;SO027661;112589;KENDA Schweiz AG;DU Wheel MD/HD W8x44/38K-300,0   170VSM;Firm Planned;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\D440-080-011-STR_BM.pdf;1;0;0;0;1;286.80
29.08.2025;GS-MTM;WO073664;SO027453;613987;KENDA GB Rugeley Ltd;WB AG16.00x22.5 H2 5/290/335 Ø21.5 R22.4 ET-20;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\P225-160-123-STR_BM-1.pdf;120;0;0;0;120;17329.20
29.08.2025;GS-MTM;WO073694;SO027459;660547;BOHNENKAMP SE;DU Wheel MD/HD W10x32/-530;Firm Planned;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\R320-320-002-STR_BM.pdf;1;0;0;0;1;716.00
29.08.2025;GS-MTM;WO073695;SO027459;660547;BOHNENKAMP SE;DU Wheel MD/HD W10x32/-530;Firm Planned;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\R320-320-002-STR_BM.pdf;1;0;0;0;1;716.00
29.08.2025;GS-MTM;WO074080;SO027565;119793;KENDA Schweiz AG;WB DWW16Lx30 8/140/203.2 Ø21.5 ET-50;Firm Planned;;2;0;0;0;2;562.40
29.08.2025;GS-MTM;WO074081;SO027565;119809;KENDA Schweiz AG;WB W13x24 8/110/152.4 Ø20.5 ET-35;Firm Planned;;2;0;0;0;2;438.40
29.08.2025;GS-MTM;WO074454;SO027652;118703;KENDA Schweiz AG;WB DWW18Lx34 8/221/275 Ø27 R18 ET0;Firm Planned;;2;0;0;0;2;0.00
29.08.2025;GS-SOK;WO073278;SO027295;113920;KENDA Schweiz AG;DU Wheel SOK2 W6x16/15-108,0   96VSM;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\D160-060-003-STR_BM.pdf;50;0;0;0;50;3848.00
29.08.2025;MTM-SBM;WO073829;SO027492;163727;KENDA Deutschland GmbH;WB 8.25x19.5 H2 6/151/205 Ø26 R18 ET80;Firm Planned;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\P195-083-022-STR_BM.pdf;12;0;0;0;12;1497.60
29.08.2025;ROLLING-LINE;WO073646;SO027448;494784;BOHNENKAMP s.r.o.;DU Spacer Emc2 34-335;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62R340003_BM.pdf;6;0;0;0;6;1125.90
29.08.2025;ROLLING-LINE;WO073943;SO027532;494944;BOHNENKAMP s.r.o.;DU Spacer Emc2 42K-335;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62R420008_BM.pdf;8;8;8;0;8;1638.00
29.08.2025;SPIN;WO074216;SO027597;119694;KENDA Schweiz AG;DU AW Spacer Stepped 42/38-170,0;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62R420064_BM.pdf;2;0;0;0;2;240.80
05.09.2025;A-LINE;WO073755;SO027475;354729;KENDA Deutschland GmbH;WI GR 2.50Ax6 20x120/114;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\WP-060-025-001_BM.pdf;600;0;0;0;600;3696.00
05.09.2025;A-LINE;WO073847;SO027499;275321;KENDA België NV;WI GO 2.50Ax8 30,2x71;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\275321_BM.pdf;405;0;0;0;405;1255.50
05.09.2025;B-LINE;WO073466;SO027375;355160;KENDA Polska Sp. z.o.o.;WI GK 5.50Ax8 H2 25x90;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\WP-080-055-027_BM.pdf;150;150;150;0;150;1852.50
05.09.2025;B-LINE;WO073469;SO027378;441016;KENDA Polska Sp. z.o.o.;WI EK 5.50Ax8 H2 25x85/95;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\WP-080-055-048_BM.pdf;800;800;420;0;800;9000.00
05.09.2025;B-LINE;WO073474;SO027383;540221;KENDA Polska Sp. z.o.o.;WI EK 4.50Ix9 H2 35x66/78;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\540221_BM.pdf;400;0;0;0;400;6056.00
05.09.2025;B-LINE;WO073692;SO027457;274539;KENDA België NV;WB 3.50Bx10 H2 4/60/100 Ø14.5 C60 ET0;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\274539_BM.pdf;600;0;0;0;600;5124.00
05.09.2025;B-LINE;WO073848;SO027499;274553;KENDA België NV;WB 3.50Bx10 H2 4/85/115 Ø12.5 C90 ET0;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\274553_BM.pdf;200;0;0;0;200;1708.00
05.09.2025;B-LINE;WO073849;SO027500;274553;KENDA België NV;WB 3.50Bx10 H2 4/85/115 Ø12.5 C90 ET0;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\274553_BM.pdf;150;0;0;0;150;1281.00
05.09.2025;B-LINE;WO074104;SO027572;277318;KENDA GB Rugeley Ltd;WI EK 4.50Ix9 H2 35x66/78;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\277318_BM.pdf;540;0;0;0;540;9693.00
05.09.2025;B-LINE;WO074315;SO027619;514383;STIGA S.p.A.;WB 5.50Ax8 H2 3/62/100 Ø11.5 C60 ET0 Grey CP1066;Firm Planned;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\514383_BM.pdf;167;0;0;0;167;0.00
05.09.2025;B-LINE;WO074316;SO027619;514383;STIGA S.p.A.;WB 5.50Ax8 H2 3/62/100 Ø11.5 C60 ET0 Grey CP1066;Firm Planned;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\514383_BM.pdf;667;0;0;0;667;0.00
05.09.2025;B-LINE;WO074358;SO027619;632155;STIGA S.p.A.;WI EPL 7.00Ix8 H2 19,2x106 TL CP1083 STARCO;Firm Planned;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\632155_BM.pdf;308;0;0;0;308;2149.84
05.09.2025;B-LINE;WO074361;SO027619;632155;STIGA S.p.A.;WI EPL 7.00Ix8 H2 19,2x106 TL CP1083 STARCO;Firm Planned;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\632155_BM.pdf;542;0;0;0;542;3783.16
05.09.2025;B-LINE;WO074362;SO027619;514840;STIGA S.p.A.;WI GPL 4.375Ax8 H2 19,1x89,5 TL Grey CP1066;Firm Planned;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\514840_BM.pdf;333;0;0;0;333;0.00
05.09.2025;B-LINE;WO074363;SO027619;514765;STIGA S.p.A.;WI GG 4.375Ax8 H2 20,1x89,5/81,5 TL Grey CP1066;Firm Planned;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\514765_BM.pdf;333;0;0;0;333;0.00
05.09.2025;CLAMP ASSEMBLY;WO073648;SO027450;681610;Bohnenkamp Kft.;DU Ringnut Kit HD;Released;;40;0;0;0;40;369.00
05.09.2025;CLAMP ASSEMBLY;WO073649;SO027450;631660;Bohnenkamp Kft.;DU Capnut Kit HD+;Firm Planned;;8;0;0;0;8;92.16
05.09.2025;CLAMP ASSEMBLY;(blank);SO027657;631592;KENDA Schweiz AG;DU Capnut Kit MD+;(blank);;500;0;0;0;500;4760.00
05.09.2025;CLAMP ASSEMBLY;WO074505;SO027671;495958;BOHNENKAMP s.r.o.;DU Fixation Set HD+4 M18x1.5x95;Firm Planned;;1;0;0;0;1;424.89
05.09.2025;CLAMP ASSEMBLY;WO074506;SO027671;495972;BOHNENKAMP s.r.o.;DU Fixation Set HD+6 M18x1.5x95;Firm Planned;;1;0;0;0;1;622.53
05.09.2025;C-LINE;WO073620;SO027435;473994;BOHNENKAMP SE;WB 2.50Ax8 H2 4/63/100 Ø14.5 C60 ET0;Firm Planned;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\WP-080-025-043_BM.pdf;1200;0;0;0;1200;6468.00
05.09.2025;C-LINE;WO073850;SO027500;274515;KENDA België NV;WB 2.50Ax8 H2 4/67/101.6 Ø11.5 C90 ET0;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\274515_BM.pdf;50;0;0;0;50;350.00
05.09.2025;C-LINE;WO073894;SO027514;139968;BOHNENKAMP A/S;WB 2.50Ax8 H2 4/60/100 Ø14.5 C60 ET0;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\139968_BM.pdf;500;0;0;0;500;3000.00
05.09.2025;C-LINE;WO074359;SO027619;632124;STIGA S.p.A.;WI EK 4.50Ax6 H2 20,1x89,4/82,2 TL CP1083 559100;Firm Planned;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\632124_BM.pdf;308;0;0;0;308;0.00
05.09.2025;C-LINE;WO074360;SO027619;632124;STIGA S.p.A.;WI EK 4.50Ax6 H2 20,1x89,4/82,2 TL CP1083 559100;Firm Planned;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\632124_BM.pdf;542;0;0;0;542;0.00
05.09.2025;D-LINE;WO073691;SO027456;708911;KENDA Deutschland GmbH;WB AG16.00x22.5 H2 6/135.3/170 Ø17 ET-147;Firm Planned;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\P225-160-158-STR_BM-1.pdf;2;0;0;0;2;272.20
05.09.2025;D-LINE;WO074130;SO027341;140490;KENDA Deutschland GmbH;WB DW11x24 6/135.3/170 Ø17 ET-77;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\P240-110-029-STR_BM.pdf;22;0;0;0;22;4247.54
05.09.2025;E-LINE;WO073393;SO027341;453606;KENDA Deutschland GmbH;WB 4.25Ix12 H2 6/117.8/152.4 Ø17.5 ET13;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\W120-043-015-STR_BM.pdf;4;0;0;0;4;98.00
05.09.2025;E-LINE;WO073397;SO027341;105116;KENDA Deutschland GmbH;WB 7.00Bx8 H2 4/58/85 Ø14 R12 ET-33;Firm Planned;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\W080-070-023-STR_BM.pdf;59;0;0;0;59;2113.97
05.09.2025;E-LINE;WO073491;SO027398;277004;KENDA Polska Sp. z.o.o.;WB 6.00Ix10 H2 5/94/140 Ø18.5 R14 ET-4;Firm Planned;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\W100-060-044-STR_BM.pdf;150;0;0;0;150;2802.00
05.09.2025;E-LINE;WO073492;SO027399;274942;KENDA Polska Sp. z.o.o.;WB 8.50Ix12 H2 5/94/140 Ø18.5 R14 ET0;Firm Planned;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\W120-085-030-STR_BM.pdf;50;0;0;0;50;1492.50
05.09.2025;E-LINE;WO073540;SO027414;383941;KENDA Schweiz AG;WB 8.50Ix10 H2 4/85/125 Ø14 ET-20;Firm Planned;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\W100-085-022-STR_BM.pdf;50;0;0;0;50;826.00
05.09.2025;E-LINE;WO073541;SO027414;444864;KENDA Schweiz AG;WB 3.50Bx10 H2 4/70/100 Ø10.5 ET36;Firm Planned;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\W100-035-011-STR_BM.pdf;48;0;0;0;48;1120.32
05.09.2025;E-LINE;WO073619;SO027435;388526;BOHNENKAMP SE;WB 7.00Ix12 H2 5/67/112 Ø16 R12 ET-4;Firm Planned;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\W120-070-150-STR_BM.pdf;150;0;0;0;150;4600.50
05.09.2025;E-LINE;WO073682;SO027456;713663;KENDA Deutschland GmbH;WB 7.00Ix12 H2 5/80/114.3 Ø12 ET-23;Firm Planned;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\P120-070-272-STR_BM.pdf;20;0;0;0;20;588.00
05.09.2025;E-LINE;WO073763;SO027476;105116;KENDA Deutschland GmbH;WB 7.00Bx8 H2 4/58/85 Ø14 R12 ET-33;Firm Planned;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\W080-070-023-STR_BM.pdf;60;0;0;0;60;1435.20
05.09.2025;E-LINE;WO073764;SO027476;293219;KENDA Deutschland GmbH;WB 8.50Ix12 H2 5/80/115 Ø18.5 R14 ET-95;Firm Planned;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\W120-085-073-STR_BM.pdf;60;0;0;0;60;1716.00
05.09.2025;E-LINE;WO073804;SO027489;618241;KENDA Deutschland GmbH;WB 7.00Ix10 H2 4/60/101.6 Ø14.5 C60 ET20;Firm Planned;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\W100-070-008-STR_BM.pdf;40;0;0;0;40;1196.40
05.09.2025;E-LINE;WO073895;SO027515;111582;BOHNENKAMP A/S;WB 10.50Ix12 H2 6/78.1/139.7 Ø15 C60 ET-20 RFH;Firm Planned;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\P120-105-325-STR_BM.pdf;240;0;0;0;240;15408.00
05.09.2025;E-LINE;WO073998;SO027541;143910;KENDA Deutschland GmbH;WB 10.50Ix12 H2 4/85/130 Ø14.5 ET-53 Silver;Firm Planned;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\143910_BM.pdf;220;0;0;0;220;7183.00
05.09.2025;E-LINE;WO074062;SO027558;579818;Bohnenkamp Benelux BV;WB 4.00Ix12 H2 5/94/140 Ø17 ET40;Firm Planned;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\P120-040-026-STR_BM.pdf;10;0;0;0;10;492.90
05.09.2025;E-LINE;(blank);SD030044;118765;KENDA Deutschland GmbH;WB 7.00Ix12 H2 10/93/140 Ø16.5 ET50;(blank);;2;0;0;0;2;0.00
05.09.2025;F-LINE;WO073471;SO027380;521022;KENDA Polska Sp. z.o.o.;WB AG13.00x15.5 H2 6/161/205 Ø21.5 R16 ET-15;Firm Planned;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\521022_BM.pdf;200;0;0;0;200;7598.00
05.09.2025;F-LINE;WO073753;SO027475;743547;KENDA Deutschland GmbH;WB W13x20 H2 8/221/275 Ø21.5 R16 ET60;Firm Planned;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\P200-130-058-STR_BM.pdf;125;0;0;0;125;12022.50
05.09.2025;F-LINE;WO073762;SO027476;542140;KENDA Deutschland GmbH;WB 13.00x17 H2 6/161/205 Ø21.5 R16 ET-130;Firm Planned;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\W170-130-081-STR_BM.pdf;8;0;0;0;8;533.20
05.09.2025;F-LINE;WO073889;SO027511;110813;KENDA GB Rugeley Ltd;WB W13x20 H2 5/290/335 Ø21.5 R22.4 ET10;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\P200-130-100-STR_BM.pdf;120;120;120;0;120;9720.00
05.09.2025;F-LINE;WO073892;SO027513;108605;KENDA GB Rugeley Ltd;WB W11x18 H2 8/221/275 Ø21.5 R16 ET58;Firm Planned;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\P180-110-093-STR_BM.pdf;13;0;0;0;13;956.80
05.09.2025;F-LINE;WO074119;SO027572;614014;KENDA GB Rugeley Ltd;WB W13x20 H2 5/290/335 Ø21.5 R22.4 ET10;Firm Planned;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\P200-130-054-STR_BM.pdf;120;0;0;0;120;10483.20
05.09.2025;F-LINE;WO074136;SO027577;119786;KENDA Polska Sp. z.o.o.;WB 16.00x17 H2 6/161/205 Ø21.5 R16 ET0;Firm Planned;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\P170-160-140-STR_BM.pdf;24;0;0;0;24;1698.72
05.09.2025;F-LINE;(blank);SO027511;113715;KENDA GB Rugeley Ltd;WB W13x20 H2 8/221.5/275 Ø23.5 ET-15;(blank);\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\P200-130-104-STR_BM.pdf;180;0;0;0;180;14580.00
05.09.2025;GALVA-COST;(blank);SO027450;494999;Bohnenkamp Kft.;DU Hookspindle  HD/AW 575mm;(blank);\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62G32015_BM.pdf;10;0;0;0;10;147.15
05.09.2025;GALVA-COST;WO074474;SO027660;470481;KENDA Schweiz AG;DU Hookspindle  HD/AW 845mm;Firm Planned;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\62G32011_BM.pdf;20;0;0;0;20;304.80
05.09.2025;G-LINE;WO073539;SO027414;167008;KENDA Schweiz AG;WB 13LBx15 H2 5/94/140 Ø18.5 R14 ET49;Released;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\W150-130-037-STR_BM.pdf;50;0;0;0;50;2505.00
05.09.2025;G-LINE;WO073683;SO027456;705163;KENDA Deutschland GmbH;WB W8x16 H2 5/79.5/114.3 Ø13.5 ET-55;Firm Planned;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\P160-080-138-STR_BM.pdf;20;0;0;0;20;1010.80
05.09.2025;G-LINE;WO073686;SO027456;459479;KENDA Deutschland GmbH;WB 7Jx14 H2 6/117.8/152.4 Ø17.5 ET-16;Firm Planned;\\dk-file03\g_data$\Group Production\HR - Beli Manastir\Drawings\PDF NAV\W140-070-008-STR_BM.pdf;14;0;0;0;14;642.60
